FID,FID_philly,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Shape_Leng,Shape_Area,test_area,bg_area,FID_wards_,ward_str,new_area,ratio
68,1094,1095,42,101,036303,1,1500000US421010363031,421010363031,1,BG,1775074.000000000000000,0.000000000000000,20988.597889900000155,19367344.057399999350309,19367344.057399999350309,19367344.057399999350309,-1, ,600593.424133999971673,0.031010623984100
69,1106,1107,42,101,026600,8,1500000US421010266008,421010266008,8,BG,67079.000000000000000,0.000000000000000,3563.175797599999896,776529.346499999985099,776529.346499999985099,776529.346499999985099,-1, ,2503.302157609999995,0.003223705799260
70,1119,1120,42,101,038700,1,1500000US421010387001,421010387001,1,BG,276963.000000000000000,0.000000000000000,8001.963191570000163,2996265.673830000218004,2996265.673830000218004,2996265.673830000218004,-1, ,4094.780668930000047,0.001366628034590
71,1148,1149,42,101,035200,1,1500000US421010352001,421010352001,1,BG,1032805.000000000000000,27873.000000000000000,15532.980172199999288,11934987.066500000655651,11934987.066500000655651,11934987.066500000655651,-1, ,585391.826114000054076,0.049048383785600
72,1155,1156,42,101,026600,2,1500000US421010266002,421010266002,2,BG,63940.000000000000000,0.000000000000000,4037.957228910000140,695544.143669000011869,695544.143669000011869,695544.143669000011869,-1, ,2179.087383560000035,0.003132924636620
73,1183,1184,42,101,035800,2,1500000US421010358002,421010358002,2,BG,491900.000000000000000,2013.000000000000000,15264.449860099999569,5314697.189120000228286,5314697.189120000228286,5314697.189120000228286,-1, ,4506.634813020000365,0.000847957024202
74,1273,1274,42,101,008802,4,1500000US421010088024,421010088024,4,BG,97473.000000000000000,0.000000000000000,5369.333310039999560,1053274.995240000076592,1053274.995240000076592,1053274.995240000076592,-1, ,0.600608726493000,0.000000570229740
75,1321,1322,42,101,006500,2,1500000US421010065002,421010065002,2,BG,415440.000000000000000,9157.000000000000000,10135.121923799999422,4532599.970250000245869,4532599.970250000245869,4532599.970250000245869,-1, ,52413.231383999998798,0.011563612877400
76,1330,1331,42,101,035702,2,1500000US421010357022,421010357022,2,BG,321466.000000000000000,0.000000000000000,11175.254174199999397,3189265.548890000209212,3189265.548890000209212,3189265.548890000209212,-1, ,229.353552218999994,0.000071914222476
77,1332,1333,42,101,006500,5,1500000US421010065005,421010065005,5,BG,116342.000000000000000,4382.000000000000000,5371.934569750000264,1290992.529719999991357,1290992.529719999991357,1290992.529719999991357,-1, ,13827.622899500000131,0.010710846562800
78,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,1,316932.479397999995854,0.000000000000000
79,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1,10,3898.890351389999978,0.000000000000000
80,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11,2,136939.408935000014026,0.000000000000000
81,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13,21,276809.715349000005517,0.000000000000000
82,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18,26,1805317.305410000029951,0.000000000000000
83,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22,3,299944.757108999998309,0.000000000000000
84,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,27,34,280970.757502999971621,0.000000000000000
85,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,28,35,126460.207099000006565,0.000000000000000
86,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31,38,4866.332765209999707,0.000000000000000
87,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,32,39A,2541376.004900000058115,0.000000000000000
88,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,35,40A,735829.751925999997184,0.000000000000000
89,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,36,40B,249427.575925000011921,0.000000000000000
90,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,37,41,115.529300516000006,0.000000000000000
91,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,41,45,1796.651338480000049,0.000000000000000
92,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,46,5,41903.373673499998404,0.000000000000000
93,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47,50,178464.083536999998614,0.000000000000000
94,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,49,52,108668.590337000001455,0.000000000000000
95,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,55,58,136533.028480999986641,0.000000000000000
96,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,59,61,120584.068862000000081,0.000000000000000
97,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,61,63,252546.447461000003386,0.000000000000000
98,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,63,65,756435.891622000024654,0.000000000000000
99,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,64,66A,460349.001479000027757,0.000000000000000
100,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,65,66B,292459.001281999982893,0.000000000000000
101,-1,0, , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,68,9,155593.433251000009477,0.000000000000000
102,0,1,42,101,027402,5,1500000US421010274025,421010274025,5,BG,78219.000000000000000,0.000000000000000,4107.302339130000291,844469.202950999955647,844469.202950999955647,844469.202950999955647,59,61,844469.202951999963261,1.000000000000000
103,1,2,42,101,027902,1,1500000US421010279021,421010279021,1,BG,146072.000000000000000,0.000000000000000,5897.467608570000266,1554431.640510000055656,1554431.640510000055656,1554431.640510000055656,8,17,1554431.640499999979511,0.999999999994000
104,2,3,42,101,031502,2,1500000US421010315022,421010315022,2,BG,192438.000000000000000,0.000000000000000,6353.531244230000084,2059499.596099999966100,2059499.596099999966100,2059499.596099999966100,52,55,5544.794636300000093,0.002692301880900
105,2,3,42,101,031502,2,1500000US421010315022,421010315022,2,BG,192438.000000000000000,0.000000000000000,6353.531244230000084,2059499.596099999966100,2059499.596099999966100,2059499.596099999966100,62,64,2053954.801470000064000,0.997307698122000
106,3,4,42,101,002900,1,1500000US421010029001,421010029001,1,BG,111153.000000000000000,0.000000000000000,5522.083879349999734,1165345.261600000085309,1165345.261600000085309,1165345.261600000085309,18,26,141.043934670999988,0.000121031885844
107,3,4,42,101,002900,1,1500000US421010029001,421010029001,1,BG,111153.000000000000000,0.000000000000000,5522.083879349999734,1165345.261600000085309,1165345.261600000085309,1165345.261600000085309,29,36,15390.197825299999749,0.013206556316300
108,3,4,42,101,002900,1,1500000US421010029001,421010029001,1,BG,111153.000000000000000,0.000000000000000,5522.083879349999734,1165345.261600000085309,1165345.261600000085309,1165345.261600000085309,33,39B,1118583.401899999938905,0.959872956762000
109,3,4,42,101,002900,1,1500000US421010029001,421010029001,1,BG,111153.000000000000000,0.000000000000000,5522.083879349999734,1165345.261600000085309,1165345.261600000085309,1165345.261600000085309,44,48,31230.617952199998399,0.026799455046800
110,4,5,42,101,033000,7,1500000US421010330007,421010330007,7,BG,77673.000000000000000,0.000000000000000,3656.555110750000040,835668.462616999982856,835668.462616999982856,835668.462616999982856,37,41,835668.462613999960013,0.999999999996000
111,5,6,42,101,031000,5,1500000US421010310005,421010310005,5,BG,129373.000000000000000,0.000000000000000,4730.681122089999917,1395181.094449999975041,1395181.094449999975041,1395181.094449999975041,50,53,1395181.094439999898896,0.999999999993000
112,6,7,42,101,002702,4,1500000US421010027024,421010027024,4,BG,72704.000000000000000,0.000000000000000,3544.288457640000161,781762.786332000046968,781762.786332000046968,781762.786332000046968,0,1,778374.767497000051662,0.995666180465000
113,6,7,42,101,002702,4,1500000US421010027024,421010027024,4,BG,72704.000000000000000,0.000000000000000,3544.288457640000161,781762.786332000046968,781762.786332000046968,781762.786332000046968,32,39A,3388.018845309999961,0.004333819548010
114,7,8,42,101,021100,2,1500000US421010211002,421010211002,2,BG,363943.000000000000000,0.000000000000000,8951.640159939999648,3954841.742260000202805,3954841.742260000202805,3954841.742260000202805,13,21,3954841.742250000126660,0.999999999997000
115,8,9,42,101,001300,1,1500000US421010013001,421010013001,1,BG,55552.000000000000000,0.000000000000000,3087.595398760000080,607887.557773999986239,607887.557773999986239,607887.557773999986239,23,30,607887.557758999988437,0.999999999975000
116,9,10,42,101,013200,2,1500000US421010132002,421010132002,2,BG,283545.000000000000000,0.000000000000000,8675.961567640000794,3038582.097680000122637,3038582.097680000122637,3038582.097680000122637,5,14,3038562.955800000112504,0.999993700391000
117,9,10,42,101,013200,2,1500000US421010132002,421010132002,2,BG,283545.000000000000000,0.000000000000000,8675.961567640000794,3038582.097680000122637,3038582.097680000122637,3038582.097680000122637,67,8,19.141867843099998,0.000006299605286
118,10,11,42,101,018400,2,1500000US421010184002,421010184002,2,BG,947753.000000000000000,995511.000000000000000,22049.367260200000601,20947612.864399999380112,20947612.864399999380112,20947612.864399999380112,41,45,20264550.668099999427795,0.967391883709000
119,11,12,42,101,001002,3,1500000US421010010023,421010010023,3,BG,208804.000000000000000,0.000000000000000,6053.981653429999824,2270313.625829999800771,2270313.625829999800771,2270313.625829999800771,46,5,2270313.625849999953061,1.000000000010000
120,12,13,42,101,021400,4,1500000US421010214004,421010214004,4,BG,115296.000000000000000,0.000000000000000,4559.812919629999669,1288207.196040000068024,1288207.196040000068024,1288207.196040000068024,13,21,1288207.196070000063628,1.000000000020000
121,13,14,42,101,004202,3,1500000US421010042023,421010042023,3,BG,62430.000000000000000,0.000000000000000,3840.750684510000156,672896.597361000021920,672896.597361000021920,672896.597361000021920,32,39A,672896.597367999958806,1.000000000010000
122,14,15,42,101,035601,3,1500000US421010356013,421010356013,3,BG,370002.000000000000000,0.000000000000000,8744.164239760000783,3964183.740470000077039,3964183.740470000077039,3964183.740470000077039,55,58,3959257.627689999993891,0.998757344991000
123,14,15,42,101,035601,3,1500000US421010356013,421010356013,3,BG,370002.000000000000000,0.000000000000000,8744.164239760000783,3964183.740470000077039,3964183.740470000077039,3964183.740470000077039,61,63,4926.112754150000001,0.001242655002050
124,15,16,42,101,009500,2,1500000US421010095002,421010095002,2,BG,48812.000000000000000,0.000000000000000,3208.661433109999962,576806.168803000007756,576806.168803000007756,576806.168803000007756,34,4,576806.168811999959871,1.000000000020000
125,16,17,42,101,004102,4,1500000US421010041024,421010041024,4,BG,76542.000000000000000,0.000000000000000,3626.478606399999990,822957.209442000021227,822957.209442000021227,822957.209442000021227,32,39A,656148.158795000053942,0.797305317053000
126,16,17,42,101,004102,4,1500000US421010041024,421010041024,4,BG,76542.000000000000000,0.000000000000000,3626.478606399999990,822957.209442000021227,822957.209442000021227,822957.209442000021227,33,39B,166809.050668999989284,0.202694682974000
127,17,18,42,101,016800,5,1500000US421010168005,421010168005,5,BG,49605.000000000000000,0.000000000000000,2993.687520989999939,534720.841245000017807,534720.841245000017807,534720.841245000017807,7,16,534720.841254999977536,1.000000000020000
128,18,19,42,101,028800,1,1500000US421010288001,421010288001,1,BG,141844.000000000000000,0.000000000000000,5491.161197659999743,1526612.446870000101626,1526612.446870000101626,1526612.446870000101626,38,42,1521418.722099999897182,0.996597876049000
129,18,19,42,101,028800,1,1500000US421010288001,421010288001,1,BG,141844.000000000000000,0.000000000000000,5491.161197659999743,1526612.446870000101626,1526612.446870000101626,1526612.446870000101626,66,7,5193.724768400000357,0.003402123950350
130,19,20,42,101,003002,2,1500000US421010030022,421010030022,2,BG,49611.000000000000000,0.000000000000000,2986.876086660000055,533930.763537000049837,533930.763537000049837,533930.763537000049837,29,36,533930.763543999986723,1.000000000010000
131,20,21,42,101,019700,4,1500000US421010197004,421010197004,4,BG,71310.000000000000000,0.000000000000000,3658.404790090000006,769248.106662999955006,769248.106662999955006,769248.106662999955006,39,43,769248.106665999977849,1.000000000000000
132,21,22,42,101,031700,4,1500000US421010317004,421010317004,4,BG,217044.000000000000000,0.000000000000000,7632.359011200000168,2217938.905569999944419,2217938.905569999944419,2217938.905569999944419,52,55,7805.143427340000017,0.003519097576470
133,21,22,42,101,031700,4,1500000US421010317004,421010317004,4,BG,217044.000000000000000,0.000000000000000,7632.359011200000168,2217938.905569999944419,2217938.905569999944419,2217938.905569999944419,60,62,2210133.762170000001788,0.996480902436000
134,22,23,42,101,017900,2,1500000US421010179002,421010179002,2,BG,105786.000000000000000,0.000000000000000,5341.563885520000440,1139458.065200000070035,1139458.065200000070035,1139458.065200000070035,17,25,1139305.984720000065863,0.999866532622000
135,22,23,42,101,017900,2,1500000US421010179002,421010179002,2,BG,105786.000000000000000,0.000000000000000,5341.563885520000440,1139458.065200000070035,1139458.065200000070035,1139458.065200000070035,41,45,152.080489717999995,0.000133467386263
136,23,24,42,101,014200,2,1500000US421010142002,421010142002,2,BG,701602.000000000000000,277434.000000000000000,17003.656476799998927,10532231.870699999853969,10532231.870699999853969,10532231.870699999853969,9,18,92205.674940800003242,0.008754618780970
137,23,24,42,101,014200,2,1500000US421010142002,421010142002,2,BG,701602.000000000000000,277434.000000000000000,17003.656476799998927,10532231.870699999853969,10532231.870699999853969,10532231.870699999853969,46,5,9900165.608799999579787,0.939987433845000
138,24,25,42,101,019700,6,1500000US421010197006,421010197006,6,BG,73896.000000000000000,0.000000000000000,4317.870338609999635,794699.399851000052877,794699.399851000052877,794699.399851000052877,39,43,794699.399843999999575,0.999999999991000
139,25,26,42,101,015700,2,1500000US421010157002,421010157002,2,BG,69048.000000000000000,0.000000000000000,3553.254825850000088,742670.772005000035278,742670.772005000035278,742670.772005000035278,9,18,742670.772004000027664,0.999999999999000
140,26,27,42,101,008500,4,1500000US421010085004,421010085004,4,BG,61356.000000000000000,0.000000000000000,4150.402857480000421,658319.605647000018507,658319.605647000018507,658319.605647000018507,58,60,658319.605634000035934,0.999999999980000
141,27,28,42,101,038800,3,1500000US421010388003,421010388003,3,BG,155486.000000000000000,0.000000000000000,5750.082798659999753,1635935.438199999975041,1635935.438199999975041,1635935.438199999975041,14,22,872161.957770999986678,0.533127370069000
142,27,28,42,101,038800,3,1500000US421010388003,421010388003,3,BG,155486.000000000000000,0.000000000000000,5750.082798659999753,1635935.438199999975041,1635935.438199999975041,1635935.438199999975041,68,9,763773.480391000048257,0.466872629907000
143,28,29,42,101,015200,2,1500000US421010152002,421010152002,2,BG,268524.000000000000000,0.000000000000000,8450.386571920000279,2924629.141009999904782,2924629.141009999904782,2924629.141009999904782,7,16,1447464.604169999947771,0.494922444652000
144,28,29,42,101,015200,2,1500000US421010152002,421010152002,2,BG,268524.000000000000000,0.000000000000000,8450.386571920000279,2924629.141009999904782,2924629.141009999904782,2924629.141009999904782,20,28,280423.256547000026330,0.095883355812500
145,28,29,42,101,015200,2,1500000US421010152002,421010152002,2,BG,268524.000000000000000,0.000000000000000,8450.386571920000279,2924629.141009999904782,2924629.141009999904782,2924629.141009999904782,25,32,1196741.280299999983981,0.409194199538000
146,29,30,42,101,007300,4,1500000US421010073004,421010073004,4,BG,154286.000000000000000,0.000000000000000,6421.469552249999651,1673372.073499999940395,1673372.073499999940395,1673372.073499999940395,48,51,1673372.073499999940395,1.000000000000000
147,30,31,42,101,033000,3,1500000US421010330003,421010330003,3,BG,80601.000000000000000,0.000000000000000,3736.590131259999907,867562.269487999961711,867562.269487999961711,867562.269487999961711,37,41,867529.995992999989539,0.999962799794000
148,30,31,42,101,033000,3,1500000US421010330003,421010330003,3,BG,80601.000000000000000,0.000000000000000,3736.590131259999907,867562.269487999961711,867562.269487999961711,867562.269487999961711,62,64,32.273476436800003,0.000037200184438
149,31,32,42,101,038500,1,1500000US421010385001,421010385001,1,BG,373319.000000000000000,2441.000000000000000,9248.176487680000719,3895047.594010000117123,3895047.594010000117123,3895047.594010000117123,68,9,3895047.593989999964833,0.999999999995000
150,32,33,42,101,007800,3,1500000US421010078003,421010078003,3,BG,73207.000000000000000,0.000000000000000,4331.493451780000214,790577.275297999964096,790577.275297999964096,790577.275297999964096,42,46,710.576461831999950,0.000898807092025
151,32,33,42,101,007800,3,1500000US421010078003,421010078003,3,BG,73207.000000000000000,0.000000000000000,4331.493451780000214,790577.275297999964096,790577.275297999964096,790577.275297999964096,48,51,789866.698820000048727,0.999101192888000
152,33,34,42,101,030700,3,1500000US421010307003,421010307003,3,BG,295089.000000000000000,0.000000000000000,9489.050548249999338,3016350.870990000199527,3016350.870990000199527,3016350.870990000199527,28,35,3015321.018689999822527,0.999658576756000
153,33,34,42,101,030700,3,1500000US421010307003,421010307003,3,BG,295089.000000000000000,0.000000000000000,9489.050548249999338,3016350.870990000199527,3016350.870990000199527,3016350.870990000199527,61,63,1029.852316609999889,0.000341423249700
154,34,35,42,101,001300,4,1500000US421010013004,421010013004,4,BG,49067.000000000000000,0.000000000000000,3384.148066990000189,516967.552826999977697,516967.552826999977697,516967.552826999977697,23,30,516967.552820999990217,0.999999999988000
155,35,36,42,101,029900,4,1500000US421010299004,421010299004,4,BG,134255.000000000000000,0.000000000000000,5361.985243770000125,1540080.613540000049397,1540080.613540000049397,1540080.613540000049397,15,23,8548.479098100000556,0.005550669895420
156,35,36,42,101,029900,4,1500000US421010299004,421010299004,4,BG,134255.000000000000000,0.000000000000000,5361.985243770000125,1540080.613540000049397,1540080.613540000049397,1540080.613540000049397,60,62,1531532.134450000012293,0.994449330110000
157,36,37,42,101,012201,2,1500000US421010122012,421010122012,2,BG,167642.000000000000000,0.000000000000000,5550.527677809999659,1757936.702300000004470,1757936.702300000004470,1757936.702300000004470,49,52,1757936.702319999923930,1.000000000010000
158,37,38,42,101,026301,3,1500000US421010263013,421010263013,3,BG,111401.000000000000000,0.000000000000000,4454.869328259999747,1218486.004230000078678,1218486.004230000078678,1218486.004230000078678,47,50,1218486.004239999921992,1.000000000010000
159,38,39,42,101,000803,3,1500000US421010008033,421010008033,3,BG,55663.000000000000000,0.000000000000000,3524.808832040000198,596654.687926999991760,596654.687926999991760,596654.687926999991760,67,8,596654.687940999981947,1.000000000020000
160,39,40,42,101,014100,1,1500000US421010141001,421010141001,1,BG,338392.000000000000000,0.000000000000000,8179.555769890000192,3648652.497669999953359,3648652.497669999953359,3648652.497669999953359,5,14,3646344.223050000146031,0.999367362438000
161,39,40,42,101,014100,1,1500000US421010141001,421010141001,1,BG,338392.000000000000000,0.000000000000000,8179.555769890000192,3648652.497669999953359,3648652.497669999953359,3648652.497669999953359,9,18,1024.288572550000026,0.000280730645959
162,39,40,42,101,014100,1,1500000US421010141001,421010141001,1,BG,338392.000000000000000,0.000000000000000,8179.555769890000192,3648652.497669999953359,3648652.497669999953359,3648652.497669999953359,46,5,1283.986043690000088,0.000351906914816
163,40,41,42,101,036000,1,1500000US421010360001,421010360001,1,BG,2043083.000000000000000,638.000000000000000,21474.769931700000598,22125846.087499998509884,22125846.087499998509884,22125846.087499998509884,55,58,22125846.087499998509884,1.000000000000000
164,41,42,42,101,000804,1,1500000US421010008041,421010008041,1,BG,72244.000000000000000,0.000000000000000,3527.263180960000227,777418.850454000057653,777418.850454000057653,777418.850454000057653,67,8,777418.850460999994539,1.000000000010000
165,42,43,42,101,019100,6,1500000US421010191006,421010191006,6,BG,137934.000000000000000,0.000000000000000,6107.092193989999942,1483997.566459999885410,1483997.566459999885410,1483997.566459999885410,26,33,1483997.566480000037700,1.000000000010000
166,43,44,42,101,032000,1,1500000US421010320001,421010320001,1,BG,157268.000000000000000,0.000000000000000,6229.183937279999554,1713397.781549999956042,1713397.781549999956042,1713397.781549999956042,52,55,1713397.781530000036582,0.999999999988000
167,44,45,42,101,034502,2,1500000US421010345022,421010345022,2,BG,460847.000000000000000,0.000000000000000,9933.289643259999139,4910301.400019999593496,4910301.400019999593496,4910301.400019999593496,53,56,4910289.238440000452101,0.999997523252000
168,44,45,42,101,034502,2,1500000US421010345022,421010345022,2,BG,460847.000000000000000,0.000000000000000,9933.289643259999139,4910301.400019999593496,4910301.400019999593496,4910301.400019999593496,55,58,12.161553338499999,0.000002476742739
169,45,46,42,101,003200,6,1500000US421010032006,421010032006,6,BG,74939.000000000000000,0.000000000000000,4506.258224700000028,808037.628736000042409,808037.628736000042409,808037.628736000042409,29,36,806571.612469000043347,0.998185707924000
170,45,46,42,101,003200,6,1500000US421010032006,421010032006,6,BG,74939.000000000000000,0.000000000000000,4506.258224700000028,808037.628736000042409,808037.628736000042409,808037.628736000042409,44,48,1466.016276589999961,0.001814292087960
171,46,47,42,101,027100,1,1500000US421010271001,421010271001,1,BG,169696.000000000000000,0.000000000000000,5802.879832399999941,1750324.795119999907911,1750324.795119999907911,1750324.795119999907911,59,61,1750324.795099999988452,0.999999999989000
172,47,48,42,101,027500,4,1500000US421010275004,421010275004,4,BG,79495.000000000000000,0.000000000000000,5105.223203900000044,788382.067333000013605,788382.067333000013605,788382.067333000013605,45,49,4813.271215120000306,0.006105252027610
173,47,48,42,101,027500,4,1500000US421010275004,421010275004,4,BG,79495.000000000000000,0.000000000000000,5105.223203900000044,788382.067333000013605,788382.067333000013605,788382.067333000013605,59,61,783568.796115000033751,0.993894747969000
174,48,49,42,101,007700,1,1500000US421010077001,421010077001,1,BG,158917.000000000000000,0.000000000000000,5626.618051620000188,1801512.645419999957085,1801512.645419999957085,1801512.645419999957085,19,27,1797876.768179999897256,0.997981764242000
175,48,49,42,101,007700,1,1500000US421010077001,421010077001,1,BG,158917.000000000000000,0.000000000000000,5626.618051620000188,1801512.645419999957085,1801512.645419999957085,1801512.645419999957085,42,46,3635.877222810000148,0.002018235748750
176,49,50,42,101,026700,1,1500000US421010267001,421010267001,1,BG,79677.000000000000000,0.000000000000000,3663.879537410000012,854781.977028000052087,854781.977028000052087,854781.977028000052087,1,10,854781.977025000029244,0.999999999996000
177,50,51,42,101,009802,1,1500000US421010098021,421010098021,1,BG,158056.000000000000000,0.000000000000000,5746.708300109999982,1694912.066200000001118,1694912.066200000001118,1694912.066200000001118,27,34,1694912.066189999924973,0.999999999994000
178,51,52,42,101,026200,2,1500000US421010262002,421010262002,2,BG,90066.000000000000000,0.000000000000000,4079.510215230000085,971043.396722999983467,971043.396722999983467,971043.396722999983467,47,50,971043.396717999945395,0.999999999995000
179,52,53,42,101,003002,1,1500000US421010030021,421010030021,1,BG,63970.000000000000000,0.000000000000000,3325.633143130000008,686150.221815000055358,686150.221815000055358,686150.221815000055358,29,36,686150.221815999946557,1.000000000000000
180,53,54,42,101,025400,1,1500000US421010254001,421010254001,1,BG,121911.000000000000000,0.000000000000000,5092.733201449999797,1315082.470699999947101,1315082.470699999947101,1315082.470699999947101,14,22,1315082.470710000023246,1.000000000010000
181,54,55,42,101,034702,1,1500000US421010347021,421010347021,1,BG,411079.000000000000000,0.000000000000000,10351.113705499999924,4349870.270390000194311,4349870.270390000194311,4349870.270390000194311,54,57,4349870.270370000042021,0.999999999995000
182,55,56,42,101,004201,1,1500000US421010042011,421010042011,1,BG,57914.000000000000000,0.000000000000000,3178.602959400000145,625022.449368000030518,625022.449368000030518,625022.449368000030518,32,39A,625022.449362999992445,0.999999999992000
183,56,57,42,101,014400,3,1500000US421010144003,421010144003,3,BG,133778.000000000000000,0.000000000000000,5855.608987839999827,1442358.410549999913201,1442358.410549999913201,1442358.410549999913201,9,18,1440563.284380000084639,0.998755422954000
184,56,57,42,101,014400,3,1500000US421010144003,421010144003,3,BG,133778.000000000000000,0.000000000000000,5855.608987839999827,1442358.410549999913201,1442358.410549999913201,1442358.410549999913201,46,5,1795.126192420000052,0.001244577061630
185,57,58,42,101,021500,1,1500000US421010215001,421010215001,1,BG,166933.000000000000000,0.000000000000000,6755.072699110000030,1784766.659759999951348,1784766.659759999951348,1784766.659759999951348,13,21,1784766.659770000027493,1.000000000010000
186,58,59,42,101,003300,2,1500000US421010033002,421010033002,2,BG,665157.000000000000000,72863.000000000000000,16562.172234000001481,7849940.939059999771416,7849940.939059999771416,7849940.939059999771416,19,27,79249.852820500003872,0.010095598608400
