Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T005_009,SE_T005_010,SE_T005_011,SE_T005_012,SE_T005_013,SE_T005_014,SE_T005_015,SE_T005_016,SE_T005_017,SE_T005_018,SE_T005_019,SE_T005_020,SE_T005_021,SE_T005_022,SE_T005_023,SE_T005_024,SE_T005_025,SE_T005_026,SE_T005_027,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T009_005,SE_T010_001,SE_T010_002,SE_T010_003,SE_T010_004,SE_T010_005,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T150_001,SE_T150_002,SE_T150_003,SE_T150_004,SE_T150_005,SE_T150_006,SE_T150_007,SE_T150_008,SE_T037_001,SE_T037_002,SE_T037_003,SE_T057_001
421010326006.000000000000000,15000US421010326006,"Block Group 6, Census Tract 326, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 326, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17534,,,,,42,101,,,,32600,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,1080,568,85,18,31,0,32,122,118,0,56,69,0,37,512,95,95,31,0,15,97,40,44,76,19,0,0,1080,355,266,334,125,568,134,154,174,106,512,221,112,160,19,1080,729,59,0,67,0,225,0,1080,722,596,59,0,67,0,0,0,358,133,0,0,0,0,225,0,678,49,629,166,64,47,0,0,455,405,50,55323
421010326007.000000000000000,15000US421010326007,"Block Group 7, Census Tract 326, Philadelphia County, Pennsylvania","Block Group 7, Census Tract 326, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17535,,,,,42,101,,,,32600,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,594,227,32,27,0,0,30,22,0,32,12,20,52,0,367,0,20,13,21,50,48,67,42,20,36,49,1,594,113,150,173,158,227,59,52,44,72,367,54,98,129,86,594,436,25,35,0,0,0,98,594,515,416,25,35,0,0,0,39,79,20,0,0,0,0,0,59,401,19,382,142,37,37,1,1,308,267,41,48357
421010329001.000000000000000,15000US421010329001,"Block Group 1, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17536,,,,,42,101,,,,32900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,310,99,0,0,0,0,9,21,0,38,11,17,3,0,211,0,19,0,0,0,0,0,101,40,37,14,0,310,19,30,190,71,99,0,30,49,20,211,19,0,141,51,310,157,135,0,6,0,12,0,310,298,157,135,0,6,0,0,0,12,0,0,0,0,0,12,0,282,113,169,53,11,0,0,0,120,99,21,37583
421010329002.000000000000000,15000US421010329002,"Block Group 2, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17537,,,,,42,101,,,,32900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,592,208,0,0,28,0,18,27,63,23,49,0,0,0,384,35,44,11,0,63,67,87,28,28,6,5,10,592,118,175,278,21,208,28,45,135,0,384,90,130,143,21,592,333,129,0,6,0,112,12,592,421,274,129,0,6,0,0,12,171,59,0,0,0,0,112,0,393,31,362,172,21,5,5,0,372,346,26,52716
421010329003.000000000000000,15000US421010329003,"Block Group 3, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17538,,,,,42,101,,,,32900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,913,496,18,15,10,7,29,143,58,82,64,49,18,3,417,11,49,15,15,12,56,75,63,64,54,0,3,913,140,240,406,127,496,50,172,204,70,417,90,68,202,57,913,634,161,0,34,0,84,0,913,819,554,161,0,34,0,70,0,94,80,0,0,0,0,14,0,732,94,638,237,96,7,0,0,447,416,31,37650
421010329004.000000000000000,15000US421010329004,"Block Group 4, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17539,,,,,42,101,,,,32900,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,641,402,0,27,55,0,40,48,113,20,74,14,6,5,239,0,26,52,26,0,27,31,20,14,28,15,0,641,186,115,272,68,402,82,88,207,25,239,104,27,65,43,641,504,104,0,33,0,0,0,641,641,504,104,0,33,0,0,0,0,0,0,0,0,0,0,0,415,65,350,86,34,9,0,0,297,243,54,29125
421010329005.000000000000000,15000US421010329005,"Block Group 5, Census Tract 329, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 329, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17540,,,,,42,101,,,,32900,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,732,314,13,15,0,19,7,50,48,104,52,3,3,0,418,15,14,27,0,36,48,10,107,83,20,52,6,732,103,141,404,84,314,47,57,204,6,418,56,84,200,78,732,605,94,0,33,0,0,0,732,713,586,94,0,33,0,0,0,19,19,0,0,0,0,0,0,586,76,510,226,117,17,0,0,417,365,52,44625
421010330001.000000000000000,15000US421010330001,"Block Group 1, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17541,,,,,42,101,,,,33000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,632,242,14,0,13,11,29,20,0,77,51,0,27,0,390,0,0,47,0,49,61,13,97,81,42,0,0,632,85,159,319,69,242,38,49,128,27,390,47,110,191,42,632,632,0,0,0,0,0,0,632,576,576,0,0,0,0,0,0,56,56,0,0,0,0,0,0,469,84,385,86,39,39,0,0,326,318,8,54063
421010330002.000000000000000,15000US421010330002,"Block Group 2, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17542,,,,,42,101,,,,33000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,539,285,0,37,38,0,7,60,32,42,51,0,18,0,254,0,36,0,0,24,0,34,45,98,17,0,0,539,111,91,302,35,285,75,67,125,18,254,36,24,177,17,539,539,0,0,0,0,0,0,539,539,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,49,348,228,138,0,0,0,234,221,13,
421010330003.000000000000000,15000US421010330003,"Block Group 3, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17543,,,,,42,101,,,,33000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,1306,598,48,116,38,24,137,32,57,13,121,12,0,0,708,17,111,49,0,61,131,125,28,64,93,14,15,1306,403,361,408,134,598,226,169,191,12,708,177,192,217,122,1306,1108,0,0,0,0,23,175,1306,1039,864,0,0,0,0,0,175,267,244,0,0,0,0,23,0,705,191,514,238,90,0,0,0,471,336,135,24521
421010330004.000000000000000,15000US421010330004,"Block Group 4, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17544,,,,,42,101,,,,33000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196,2196,917,99,126,109,0,107,172,100,80,89,35,0,0,1279,176,135,109,108,122,211,63,226,54,16,17,42,2196,862,612,612,110,917,334,279,269,35,1279,528,333,343,75,2196,1264,633,0,0,0,271,28,2196,1805,1144,633,0,0,0,0,28,391,120,0,0,0,0,271,0,1105,153,952,418,107,56,42,0,903,806,97,39970
421010330005.000000000000000,15000US421010330005,"Block Group 5, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17545,,,,,42,101,,,,33000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,1340,550,56,33,28,39,12,100,91,79,80,32,0,0,790,73,31,47,26,64,105,143,141,75,34,34,17,1340,333,281,609,117,550,156,112,250,32,790,177,169,359,85,1340,1137,144,0,0,0,44,15,1340,1142,971,144,0,0,0,12,15,198,166,0,0,0,0,32,0,931,128,803,387,91,4,0,0,739,669,70,43304
421010330006.000000000000000,15000US421010330006,"Block Group 6, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 6, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17546,,,,,42,101,,,,33000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,573,282,0,56,0,12,12,0,94,20,52,18,18,0,291,0,0,0,33,0,50,54,32,32,73,17,0,573,101,62,284,126,282,68,12,166,36,291,33,50,118,90,573,477,93,0,0,0,3,0,573,573,477,93,0,0,0,3,0,0,0,0,0,0,0,0,0,460,49,411,199,95,45,0,0,264,123,141,45170
421010330007.000000000000000,15000US421010330007,"Block Group 7, Census Tract 330, Philadelphia County, Pennsylvania","Block Group 7, Census Tract 330, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17547,,,,,42,101,,,,33000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,645,269,14,0,34,17,0,61,45,25,39,34,0,0,376,39,17,0,17,37,75,28,29,35,68,31,0,645,138,173,201,133,269,65,61,109,34,376,73,112,92,99,645,459,126,0,0,0,0,60,645,645,459,126,0,0,0,0,60,0,0,0,0,0,0,0,0,470,50,420,301,78,13,0,0,284,284,0,28958
421010331011.000000000000000,15000US421010331011,"Block Group 1, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17548,,,,,42,101,,,,33101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477,1477,763,76,42,0,30,58,235,56,71,101,36,58,0,714,97,47,101,0,40,154,57,89,84,24,10,11,1477,393,487,458,139,763,148,293,228,94,714,245,194,230,45,1477,1374,0,0,72,0,0,31,1477,1469,1366,0,0,72,0,0,31,8,8,0,0,0,0,0,0,986,48,938,504,317,33,11,0,658,578,80,59531
421010331012.000000000000000,15000US421010331012,"Block Group 2, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17549,,,,,42,101,,,,33101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,1421,720,57,75,36,24,36,204,58,108,63,35,24,0,701,140,0,7,21,50,181,24,48,113,44,60,13,1421,360,471,414,176,720,192,240,229,59,701,168,231,185,117,1421,1159,117,0,12,0,49,84,1421,1230,1017,117,0,12,0,0,84,191,142,0,0,0,0,49,0,975,63,912,387,153,52,0,0,780,593,187,44839
421010331013.000000000000000,15000US421010331013,"Block Group 3, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17550,,,,,42,101,,,,33101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,711,329,13,0,14,0,23,96,81,37,43,22,0,0,382,28,34,13,0,28,76,43,26,44,15,36,39,711,102,223,274,112,329,27,119,161,22,382,75,104,113,90,711,711,0,0,0,0,0,0,711,686,686,0,0,0,0,0,0,25,25,0,0,0,0,0,0,558,20,538,267,191,97,7,7,411,382,29,66806
421010331014.000000000000000,15000US421010331014,"Block Group 4, Census Tract 331.01, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 331.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17551,,,,,42,101,,,,33101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159,1159,577,52,20,0,7,21,120,31,113,152,61,0,0,582,14,59,18,35,32,72,93,63,64,58,19,55,1159,205,245,516,193,577,79,141,296,61,582,126,104,220,132,1159,1013,37,0,73,0,0,36,1159,1110,964,37,0,73,0,0,36,49,49,0,0,0,0,0,0,901,77,824,416,179,55,19,19,591,535,56,61429
421010331021.000000000000000,15000US421010331021,"Block Group 1, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17552,,,,,42,101,,,,33102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071,1071,443,52,18,83,0,13,78,52,64,66,17,0,0,628,78,26,39,25,16,137,112,41,24,36,48,46,1071,321,244,359,147,443,153,91,182,17,628,168,153,177,130,1071,905,133,0,33,0,0,0,1071,1043,887,123,0,33,0,0,0,28,18,10,0,0,0,0,0,721,90,631,299,192,117,14,14,471,438,33,32500
421010331022.000000000000000,15000US421010331022,"Block Group 2, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17553,,,,,42,101,,,,33102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,681,329,30,26,8,0,6,101,65,22,25,9,11,26,352,31,0,0,24,0,82,73,53,39,21,11,18,681,119,189,277,96,329,64,107,112,46,352,55,82,165,50,681,572,60,0,0,0,49,0,681,632,572,60,0,0,0,0,0,49,0,0,0,0,0,49,0,556,60,496,233,115,74,7,7,351,338,13,56563
421010331023.000000000000000,15000US421010331023,"Block Group 3, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17554,,,,,42,101,,,,33102,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,754,354,35,25,29,0,22,37,29,41,93,0,21,22,400,18,16,28,0,41,43,53,75,69,44,0,13,754,151,143,360,100,354,89,59,163,43,400,62,84,197,57,754,627,67,0,22,0,0,38,754,646,548,67,0,22,0,0,9,108,79,0,0,0,0,0,29,540,86,454,204,113,36,12,0,407,332,75,43696
421010331024.000000000000000,15000US421010331024,"Block Group 4, Census Tract 331.02, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 331.02, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17555,,,,,42,101,,,,33102,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,1122,510,8,24,50,0,47,106,98,38,54,49,23,13,612,35,0,45,22,51,48,83,54,125,11,86,52,1122,184,252,452,234,510,82,153,190,85,612,102,99,262,149,1122,1033,17,0,29,0,13,30,1122,1080,1033,17,0,0,0,0,30,42,0,0,0,29,0,13,0,840,93,747,280,126,44,29,29,531,518,13,56620
421010332001.000000000000000,15000US421010332001,"Block Group 1, Census Tract 332, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 332, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17556,,,,,42,101,,,,33200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,1674,785,13,24,86,34,54,83,148,123,105,66,30,19,889,75,48,57,65,51,142,136,98,99,68,36,14,1674,402,330,709,233,785,157,137,376,115,889,245,193,333,118,1674,1410,88,0,168,0,0,8,1674,1523,1287,74,0,162,0,0,0,151,123,14,0,6,0,0,8,1167,126,1041,615,277,108,34,8,955,923,32,60972
421010332002.000000000000000,15000US421010332002,"Block Group 2, Census Tract 332, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 332, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17557,,,,,42,101,,,,33200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,1017,570,41,27,59,40,17,96,92,77,54,23,19,25,447,26,45,48,22,12,67,85,29,72,13,12,16,1017,308,192,409,108,570,167,113,223,67,447,141,79,186,41,1017,950,0,0,36,0,31,0,1017,914,896,0,0,18,0,0,0,103,54,0,0,18,0,31,0,680,47,633,311,136,44,0,0,524,500,24,62941
421010333001.000000000000000,15000US421010333001,"Block Group 1, Census Tract 333, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 333, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17558,,,,,42,101,,,,33300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629,1629,619,42,16,16,13,12,62,0,82,117,129,87,43,1010,34,28,4,0,41,45,22,112,170,131,181,242,1629,153,160,503,813,619,87,74,199,259,1010,66,86,304,554,1629,1316,257,0,17,0,33,6,1629,1567,1291,253,0,17,0,0,6,62,25,4,0,0,0,33,0,1423,233,1190,626,307,144,24,7,337,297,40,31130
421010333002.000000000000000,15000US421010333002,"Block Group 2, Census Tract 333, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 333, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17559,,,,,42,101,,,,33300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,1473,666,36,57,23,26,41,70,46,110,115,26,91,25,807,92,66,16,0,108,134,81,101,15,134,46,14,1473,316,353,468,336,666,142,111,271,142,807,174,242,197,194,1473,1169,249,0,55,0,0,0,1473,1195,891,249,0,55,0,0,0,278,278,0,0,0,0,0,0,1008,179,829,476,339,71,22,5,749,703,46,43481
421010333003.000000000000000,15000US421010333003,"Block Group 3, Census Tract 333, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 333, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17560,,,,,42,101,,,,33300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,1132,516,45,0,9,0,52,85,130,46,84,44,14,7,616,83,26,22,11,40,63,126,52,88,63,42,0,1132,196,240,526,170,516,54,137,260,65,616,142,103,266,105,1132,772,246,0,17,0,97,0,1132,953,690,246,0,17,0,0,0,179,82,0,0,0,0,97,0,844,71,773,428,209,31,10,0,593,477,116,37976
421010334001.000000000000000,15000US421010334001,"Block Group 1, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17561,,,,,42,101,,,,33400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,778,386,57,0,8,9,22,89,38,44,88,7,0,24,392,28,13,0,7,35,56,33,37,61,28,45,49,778,122,202,301,153,386,74,111,170,31,392,48,91,131,122,778,759,19,0,0,0,0,0,778,681,662,19,0,0,0,0,0,97,97,0,0,0,0,0,0,599,87,512,271,154,7,0,0,396,350,46,55208
421010334002.000000000000000,15000US421010334002,"Block Group 2, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17562,,,,,42,101,,,,33400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461,1461,639,54,20,30,0,57,106,87,83,135,67,0,0,822,37,35,31,40,34,132,70,167,128,61,40,47,1461,247,329,670,215,639,104,163,305,67,822,143,166,365,148,1461,1091,167,0,175,0,28,0,1461,1370,1028,167,0,175,0,0,0,91,63,0,0,0,0,28,0,1123,214,909,383,205,33,14,0,854,744,110,53659
421010334003.000000000000000,15000US421010334003,"Block Group 3, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17563,,,,,42,101,,,,33400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,1571,681,142,16,3,29,73,83,116,90,12,74,19,24,890,100,38,116,0,13,95,72,90,120,45,85,116,1571,444,264,500,363,681,190,156,218,117,890,254,108,282,246,1571,783,232,0,359,0,184,13,1571,1284,680,232,0,359,0,0,13,287,103,0,0,0,0,184,0,1041,223,818,366,191,33,20,20,503,476,27,56771
421010334004.000000000000000,15000US421010334004,"Block Group 4, Census Tract 334, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 334, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17564,,,,,42,101,,,,33400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,1755,957,68,43,42,46,26,181,225,68,50,104,98,6,798,9,89,0,2,35,120,114,138,55,107,94,35,1755,299,362,650,444,957,199,207,343,208,798,100,155,307,236,1755,745,561,0,438,0,0,11,1755,1601,620,532,0,438,0,0,11,154,125,29,0,0,0,0,0,1395,340,1055,708,462,180,29,29,781,662,119,41439
421010335001.000000000000000,15000US421010335001,"Block Group 1, Census Tract 335, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 335, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17565,,,,,42,101,,,,33500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,1220,535,25,0,49,69,55,51,63,65,61,12,85,0,685,55,40,16,19,41,148,48,54,100,23,133,8,1220,273,295,391,261,535,143,106,189,97,685,130,189,202,164,1220,652,462,0,73,0,33,0,1220,1003,578,352,0,73,0,0,0,217,74,110,0,0,0,33,0,851,162,689,397,170,109,77,0,608,576,32,50294
421010335002.000000000000000,15000US421010335002,"Block Group 2, Census Tract 335, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 335, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17566,,,,,42,101,,,,33500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,1962,825,149,85,18,25,22,163,56,105,54,117,31,0,1137,114,122,41,57,49,240,114,125,102,92,41,40,1962,611,474,556,321,825,277,185,215,148,1137,334,289,341,173,1962,1060,85,0,210,0,584,23,1962,1423,901,85,0,210,0,204,23,539,159,0,0,0,0,380,0,1280,269,1011,578,275,17,0,0,804,613,191,35000
421010335003.000000000000000,15000US421010335003,"Block Group 3, Census Tract 335, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 335, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17567,,,,,42,101,,,,33500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,908,406,17,14,9,12,0,86,152,73,35,0,8,0,502,59,51,39,15,5,103,80,70,21,34,8,17,908,216,194,431,67,406,52,86,260,8,502,164,108,171,59,908,335,119,0,273,0,149,32,908,759,335,119,0,273,0,0,32,149,0,0,0,0,0,149,0,687,146,541,397,226,65,28,0,444,391,53,66927
421010336001.000000000000000,15000US421010336001,"Block Group 1, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17568,,,,,42,101,,,,33600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,1130,710,68,0,0,14,132,229,135,74,13,9,36,0,420,13,61,28,0,47,115,50,62,13,9,12,10,1130,184,523,347,76,710,82,361,222,45,420,102,162,125,31,1130,770,112,0,85,0,49,114,1130,1006,695,112,0,85,0,0,114,124,75,0,0,0,0,49,0,767,177,590,263,67,0,0,0,732,601,131,42480
421010336002.000000000000000,15000US421010336002,"Block Group 2, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 2, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17569,,,,,42,101,,,,33600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,1019,505,27,10,51,60,19,68,81,36,67,41,45,0,514,57,16,95,0,59,116,28,69,52,11,11,0,1019,316,262,333,108,505,148,87,184,86,514,168,175,149,22,1019,866,62,0,39,0,52,0,1019,930,829,62,0,39,0,0,0,89,37,0,0,0,0,52,0,625,77,548,237,155,36,0,0,479,442,37,54716
421010336003.000000000000000,15000US421010336003,"Block Group 3, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 3, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17570,,,,,42,101,,,,33600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810,2810,1527,274,122,15,66,78,173,295,162,199,117,26,0,1283,89,6,23,40,70,378,206,113,216,65,15,62,2810,635,699,1191,285,1527,477,251,656,143,1283,158,448,535,142,2810,1514,529,0,118,0,460,189,2810,2283,1447,529,0,118,0,0,189,527,67,0,0,0,0,460,0,2027,260,1767,1034,681,202,24,0,1637,1543,94,45875
421010336004.000000000000000,15000US421010336004,"Block Group 4, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 4, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17571,,,,,42,101,,,,33600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284,1284,657,39,0,124,0,58,88,165,88,63,23,9,0,627,74,36,0,54,51,44,97,158,45,51,7,10,1284,327,241,616,100,657,163,146,316,32,627,164,95,300,68,1284,1020,152,0,96,0,0,16,1284,1113,849,152,0,96,0,0,16,171,171,0,0,0,0,0,0,848,218,630,323,174,61,0,0,476,352,124,34539
421010336005.000000000000000,15000US421010336005,"Block Group 5, Census Tract 336, Philadelphia County, Pennsylvania","Block Group 5, Census Tract 336, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17572,,,,,42,101,,,,33600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,1266,692,77,0,36,18,97,71,64,133,141,50,5,0,574,32,57,3,0,71,80,95,72,102,28,34,0,1266,223,319,607,117,692,131,168,338,55,574,92,151,269,62,1266,1040,188,0,0,0,13,25,1266,1266,1040,188,0,0,0,13,25,0,0,0,0,0,0,0,0,875,49,826,442,350,190,10,0,850,835,15,60208
421010337011.000000000000000,15000US421010337011,"Block Group 1, Census Tract 337.01, Philadelphia County, Pennsylvania","Block Group 1, Census Tract 337.01, Philadelphia County, Pennsylvania",pa,150,0,ACSSF,17573,,,,,42,101,,,,33701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679,1679,741,30,25,97,72,123,22,107,88,112,40,25,0,938,30,49,22,83,110,45,137,153,171,108,30,0,1679,408,300,768,203,741,224,145,307,65,938,184,155,461,138,1679,1105,358,0,163,0,27,26,1679,1652,1105,358,0,163,0,0,26,27,0,0,0,0,0,27,0,1038,123,915,621,366,219,39,0,837,789,48,60156
